date,tactic,state,campaign,impression,clicks,spend,attributed revenue,platform
2025-06-23,Non-Branded Search,CA,Google - Non-Branded Search - C03,83910,4134,658.65,2211.23,Google
2025-06-24,Non-Branded Search,CA,Google - Non-Branded Search - C03,109953,5291,512.67,1699.04,Google
2025-06-25,Non-Branded Search,CA,Google - Non-Branded Search - C03,149743,7150,714.66,2323.02,Google
2025-06-26,Non-Branded Search,CA,Google - Non-Branded Search - C03,207610,9722,1256.55,4552.68,Google
2025-06-27,Non-Branded Search,CA,Google - Non-Branded Search - C03,122406,5685,511.35,1591.19,Google
2025-06-28,Non-Branded Search,CA,Google - Non-Branded Search - C03,103707,4482,867.08,2547.09,Google
2025-06-29,Non-Branded Search,CA,Google - Non-Branded Search - C03,191756,8760,718.19,2249.2,Google
2025-06-30,Non-Branded Search,CA,Google - Non-Branded Search - C03,190190,9257,1151.7,3953.59,Google
2025-07-01,Non-Branded Search,CA,Google - Non-Branded Search - C03,114827,5645,379.75,1353.66,Google
2025-07-02,Non-Branded Search,CA,Google - Non-Branded Search - C03,135113,6130,1239.21,3965.65,Google
2025-07-03,Non-Branded Search,CA,Google - Non-Branded Search - C03,256343,12192,2006.39,5769.33,Google
2025-07-04,Non-Branded Search,CA,Google - Non-Branded Search - C03,171643,7211,1515.94,4584.72,Google
2025-07-05,Non-Branded Search,CA,Google - Non-Branded Search - C03,147244,6361,705.69,1941.2,Google
2025-07-06,Non-Branded Search,CA,Google - Non-Branded Search - C03,195957,9115,1400.26,4509.26,Google
2025-07-07,Non-Branded Search,CA,Google - Non-Branded Search - C03,141063,5714,1153.5,3311.46,Google
2025-07-08,Non-Branded Search,CA,Google - Non-Branded Search - C03,186560,9039,1125.75,3275.39,Google
2025-07-09,Non-Branded Search,CA,Google - Non-Branded Search - C03,272692,12558,934.48,2675.53,Google
2025-07-10,Non-Branded Search,CA,Google - Non-Branded Search - C03,197318,8626,1452.76,5209.67,Google
2025-07-11,Non-Branded Search,CA,Google - Non-Branded Search - C03,152750,7065,1103.65,3712.89,Google
2025-07-12,Non-Branded Search,CA,Google - Non-Branded Search - C03,166526,7499,671.45,1949.02,Google
2025-07-13,Non-Branded Search,CA,Google - Non-Branded Search - C03,230320,9862,1584.48,5233.13,Google
2025-07-14,Non-Branded Search,CA,Google - Non-Branded Search - C03,214988,9460,1091.91,3595.37,Google
2025-07-15,Non-Branded Search,CA,Google - Non-Branded Search - C03,169483,6983,1481.13,4359.98,Google
2025-07-16,Non-Branded Search,CA,Google - Non-Branded Search - C03,177251,7316,1573.36,4253.83,Google
2025-07-17,Non-Branded Search,CA,Google - Non-Branded Search - C03,137858,6036,507.63,1560.12,Google
2025-07-18,Non-Branded Search,CA,Google - Non-Branded Search - C03,75646,3503,620.48,1895.38,Google
2025-07-19,Non-Branded Search,CA,Google - Non-Branded Search - C03,92374,3878,339.52,1201.04,Google
2025-07-20,Non-Branded Search,CA,Google - Non-Branded Search - C03,123225,5727,436.36,1544.48,Google
2025-07-21,Non-Branded Search,CA,Google - Non-Branded Search - C03,159990,7144,1032.57,3440.05,Google
2025-07-22,Non-Branded Search,CA,Google - Non-Branded Search - C03,126012,5281,1245.1,3449.53,Google
2025-07-23,Non-Branded Search,CA,Google - Non-Branded Search - C03,146820,6233,1153.05,3555.53,Google
2025-07-24,Non-Branded Search,CA,Google - Non-Branded Search - C03,283731,13483,2558.07,7889.99,Google
2025-07-25,Non-Branded Search,CA,Google - Non-Branded Search - C03,189424,8858,1172.9,4332.0,Google
2025-07-26,Non-Branded Search,CA,Google - Non-Branded Search - C03,113826,5204,718.54,2727.6,Google
2025-07-27,Non-Branded Search,CA,Google - Non-Branded Search - C03,164432,7975,755.93,2530.45,Google
2025-07-28,Non-Branded Search,CA,Google - Non-Branded Search - C03,116985,4744,767.74,2657.14,Google
2025-07-29,Non-Branded Search,CA,Google - Non-Branded Search - C03,178194,7876,1180.5,3840.1,Google
2025-07-30,Non-Branded Search,CA,Google - Non-Branded Search - C03,368328,16485,1697.05,5380.61,Google
2025-07-31,Non-Branded Search,CA,Google - Non-Branded Search - C03,50000,2060,374.52,1038.38,Google
2025-08-01,Non-Branded Search,CA,Google - Non-Branded Search - C03,234000,10803,1097.4,3926.2,Google
2025-08-02,Non-Branded Search,CA,Google - Non-Branded Search - C03,200127,9014,1532.24,5811.85,Google
2025-08-03,Non-Branded Search,CA,Google - Non-Branded Search - C03,132550,5612,1200.87,3459.27,Google
2025-08-04,Non-Branded Search,CA,Google - Non-Branded Search - C03,152484,7254,662.88,2339.21,Google
2025-08-05,Non-Branded Search,CA,Google - Non-Branded Search - C03,187169,8015,585.06,1984.71,Google
2025-08-06,Non-Branded Search,CA,Google - Non-Branded Search - C03,149936,7319,1466.28,4573.34,Google
2025-08-07,Non-Branded Search,CA,Google - Non-Branded Search - C03,248705,11905,976.87,3464.86,Google
2025-08-08,Non-Branded Search,CA,Google - Non-Branded Search - C03,168838,8101,995.18,3199.08,Google
2025-08-09,Non-Branded Search,CA,Google - Non-Branded Search - C03,385603,18828,1248.86,4470.36,Google
2025-08-10,Non-Branded Search,CA,Google - Non-Branded Search - C03,224560,9380,1874.93,5756.53,Google
2025-08-11,Non-Branded Search,CA,Google - Non-Branded Search - C03,214118,10257,888.08,3117.41,Google
2025-08-12,Non-Branded Search,CA,Google - Non-Branded Search - C03,186728,8276,1129.06,3855.68,Google
2025-08-13,Non-Branded Search,CA,Google - Non-Branded Search - C03,258128,11515,1782.86,5228.19,Google
2025-08-14,Non-Branded Search,CA,Google - Non-Branded Search - C03,159186,6988,782.42,2382.6,Google
2025-08-15,Non-Branded Search,CA,Google - Non-Branded Search - C03,109085,5305,1020.06,3303.52,Google
2025-08-16,Non-Branded Search,CA,Google - Non-Branded Search - C03,223846,11042,1219.6,4155.07,Google
2025-08-17,Non-Branded Search,CA,Google - Non-Branded Search - C03,295193,14114,1941.68,6500.52,Google
2025-08-18,Non-Branded Search,CA,Google - Non-Branded Search - C03,117010,5156,334.22,963.76,Google
2025-08-19,Non-Branded Search,CA,Google - Non-Branded Search - C03,136592,5540,565.49,2074.43,Google
2025-08-20,Non-Branded Search,CA,Google - Non-Branded Search - C03,261279,10870,2449.5,8261.49,Google
2025-08-21,Non-Branded Search,CA,Google - Non-Branded Search - C03,127192,5774,921.31,2598.89,Google
2025-08-22,Non-Branded Search,CA,Google - Non-Branded Search - C03,106315,4393,964.07,2942.78,Google
2025-08-23,Non-Branded Search,CA,Google - Non-Branded Search - C03,158823,7690,753.98,2760.79,Google
2025-08-24,Non-Branded Search,CA,Google - Non-Branded Search - C03,398692,17218,3761.92,11992.22,Google
2025-08-25,Non-Branded Search,CA,Google - Non-Branded Search - C03,259033,12812,1920.62,6054.87,Google
2025-08-26,Non-Branded Search,CA,Google - Non-Branded Search - C03,192188,8660,1184.2,3434.45,Google
2025-08-27,Non-Branded Search,CA,Google - Non-Branded Search - C03,156407,7500,1101.95,3468.22,Google
2025-08-28,Non-Branded Search,CA,Google - Non-Branded Search - C03,320550,14198,1048.44,3381.42,Google
2025-08-29,Non-Branded Search,CA,Google - Non-Branded Search - C03,110963,5351,916.15,3014.44,Google
2025-08-30,Non-Branded Search,CA,Google - Non-Branded Search - C03,202780,8857,1612.9,5766.0,Google
2025-08-31,Non-Branded Search,CA,Google - Non-Branded Search - C03,204412,8347,1254.13,4032.21,Google
2025-09-01,Non-Branded Search,CA,Google - Non-Branded Search - C03,224525,9887,2160.79,6787.53,Google
2025-09-02,Non-Branded Search,CA,Google - Non-Branded Search - C03,368489,15650,3107.66,9247.4,Google
2025-09-03,Non-Branded Search,CA,Google - Non-Branded Search - C03,360562,15192,2680.49,7382.48,Google
2025-09-04,Non-Branded Search,CA,Google - Non-Branded Search - C03,134128,5519,985.3,3314.68,Google
2025-09-05,Non-Branded Search,CA,Google - Non-Branded Search - C03,162082,7718,1441.09,4017.75,Google
2025-09-06,Non-Branded Search,CA,Google - Non-Branded Search - C03,245460,11542,1083.8,3002.01,Google
2025-09-07,Non-Branded Search,CA,Google - Non-Branded Search - C03,130493,5944,644.77,1924.49,Google
2025-09-08,Non-Branded Search,CA,Google - Non-Branded Search - C03,150594,6242,1184.42,4114.24,Google
2025-09-09,Non-Branded Search,CA,Google - Non-Branded Search - C03,635248,27442,2173.66,5966.1,Google
2025-09-10,Non-Branded Search,CA,Google - Non-Branded Search - C03,196862,8613,1117.47,3466.07,Google
2025-09-11,Non-Branded Search,CA,Google - Non-Branded Search - C03,131401,5483,1213.27,3653.26,Google
2025-09-12,Non-Branded Search,CA,Google - Non-Branded Search - C03,245476,10513,1872.09,6338.57,Google
2025-05-16,Non-Branded Search,NY,Google - Non-Branded Search - C04,248831,11928,1527.23,4424.44,Google
2025-05-17,Non-Branded Search,NY,Google - Non-Branded Search - C04,162900,6676,671.04,1977.03,Google
2025-05-18,Non-Branded Search,NY,Google - Non-Branded Search - C04,192422,8105,1147.36,3363.37,Google
2025-05-19,Non-Branded Search,NY,Google - Non-Branded Search - C04,109700,4969,1075.44,3035.74,Google
2025-05-20,Non-Branded Search,NY,Google - Non-Branded Search - C04,178591,7953,744.19,2628.13,Google
2025-05-21,Non-Branded Search,NY,Google - Non-Branded Search - C04,214981,10128,1369.08,3785.32,Google
2025-05-22,Non-Branded Search,NY,Google - Non-Branded Search - C04,136560,6186,734.09,2679.6,Google
2025-05-23,Non-Branded Search,NY,Google - Non-Branded Search - C04,364427,16078,2521.03,8457.0,Google
2025-05-24,Non-Branded Search,NY,Google - Non-Branded Search - C04,224569,9656,820.82,2652.61,Google
2025-05-25,Non-Branded Search,NY,Google - Non-Branded Search - C04,151340,6609,1218.86,3592.0,Google
2025-05-26,Non-Branded Search,NY,Google - Non-Branded Search - C04,158864,7856,1139.86,3260.68,Google
2025-05-27,Non-Branded Search,NY,Google - Non-Branded Search - C04,234344,11251,1242.49,3668.0,Google
2025-05-28,Non-Branded Search,NY,Google - Non-Branded Search - C04,117068,5360,624.65,1760.77,Google
2025-05-29,Non-Branded Search,NY,Google - Non-Branded Search - C04,261719,12830,2396.54,7348.94,Google
2025-05-30,Non-Branded Search,NY,Google - Non-Branded Search - C04,225072,9565,928.06,2959.14,Google
2025-05-31,Non-Branded Search,NY,Google - Non-Branded Search - C04,192374,8468,955.72,3366.85,Google
2025-06-01,Non-Branded Search,NY,Google - Non-Branded Search - C04,323876,13253,2845.66,8713.95,Google
2025-06-02,Non-Branded Search,NY,Google - Non-Branded Search - C04,210549,9374,1339.64,4227.8,Google
2025-06-03,Non-Branded Search,NY,Google - Non-Branded Search - C04,161945,8005,745.02,2197.9,Google
2025-06-04,Non-Branded Search,NY,Google - Non-Branded Search - C04,254529,11844,1471.59,4989.6,Google
2025-06-05,Non-Branded Search,NY,Google - Non-Branded Search - C04,190912,8570,976.95,2763.02,Google
2025-06-06,Non-Branded Search,NY,Google - Non-Branded Search - C04,291050,12508,2978.54,9853.43,Google
2025-06-07,Non-Branded Search,NY,Google - Non-Branded Search - C04,367235,15267,1336.7,4792.54,Google
2025-06-08,Non-Branded Search,NY,Google - Non-Branded Search - C04,159514,6807,808.88,2503.68,Google
2025-06-09,Non-Branded Search,NY,Google - Non-Branded Search - C04,322044,15052,1243.84,3961.7,Google
2025-06-10,Non-Branded Search,NY,Google - Non-Branded Search - C04,289372,13786,1286.45,3898.68,Google
2025-06-11,Non-Branded Search,NY,Google - Non-Branded Search - C04,305648,13264,1236.5,3595.98,Google
2025-06-12,Non-Branded Search,NY,Google - Non-Branded Search - C04,314046,13722,2444.5,7248.07,Google
2025-06-13,Non-Branded Search,NY,Google - Non-Branded Search - C04,302598,14498,1577.04,4539.34,Google
2025-06-14,Non-Branded Search,NY,Google - Non-Branded Search - C04,264882,13006,2506.23,7734.34,Google
2025-06-15,Non-Branded Search,NY,Google - Non-Branded Search - C04,135973,6619,420.2,1135.91,Google
2025-06-16,Non-Branded Search,NY,Google - Non-Branded Search - C04,202496,9066,708.77,2146.09,Google
2025-06-17,Non-Branded Search,NY,Google - Non-Branded Search - C04,280768,12372,927.01,2699.91,Google
2025-06-18,Non-Branded Search,NY,Google - Non-Branded Search - C04,261556,12542,2616.2,7859.44,Google
2025-06-19,Non-Branded Search,NY,Google - Non-Branded Search - C04,352183,16703,2044.54,6127.72,Google
2025-06-20,Non-Branded Search,NY,Google - Non-Branded Search - C04,217567,10281,2170.84,6538.18,Google
2025-06-21,Non-Branded Search,NY,Google - Non-Branded Search - C04,123053,5975,928.46,2718.01,Google
2025-06-22,Non-Branded Search,NY,Google - Non-Branded Search - C04,311752,15221,2699.13,8341.76,Google
2025-06-23,Non-Branded Search,NY,Google - Non-Branded Search - C04,181267,7923,1463.45,4333.9,Google
2025-06-24,Non-Branded Search,NY,Google - Non-Branded Search - C04,195147,8934,1789.19,5748.22,Google
2025-06-25,Non-Branded Search,NY,Google - Non-Branded Search - C04,361955,17817,3489.14,11936.99,Google
2025-06-26,Non-Branded Search,NY,Google - Non-Branded Search - C04,164855,7177,1396.33,4577.07,Google
2025-06-27,Non-Branded Search,NY,Google - Non-Branded Search - C04,108993,4556,415.76,1219.33,Google
2025-06-28,Non-Branded Search,NY,Google - Non-Branded Search - C04,340393,15937,2551.87,9333.78,Google
2025-06-29,Non-Branded Search,NY,Google - Non-Branded Search - C04,149321,7151,1391.34,3647.83,Google
2025-06-30,Non-Branded Search,NY,Google - Non-Branded Search - C04,92193,4523,695.09,2327.14,Google
2025-07-01,Non-Branded Search,NY,Google - Non-Branded Search - C04,357622,16225,2973.56,10167.51,Google
2025-07-02,Non-Branded Search,NY,Google - Non-Branded Search - C04,334268,13670,1328.51,4917.35,Google
2025-07-03,Non-Branded Search,NY,Google - Non-Branded Search - C04,165023,7498,1248.09,4249.24,Google
2025-07-04,Non-Branded Search,NY,Google - Non-Branded Search - C04,120465,5063,1051.9,2883.02,Google
2025-07-05,Non-Branded Search,NY,Google - Non-Branded Search - C04,559502,27201,3205.22,8859.55,Google
2025-07-06,Non-Branded Search,NY,Google - Non-Branded Search - C04,130082,5483,936.19,2908.58,Google
2025-07-07,Non-Branded Search,NY,Google - Non-Branded Search - C04,430325,18488,3244.22,10418.16,Google
2025-07-08,Non-Branded Search,NY,Google - Non-Branded Search - C04,312733,13376,3117.44,10977.79,Google
2025-07-09,Non-Branded Search,NY,Google - Non-Branded Search - C04,434650,17741,4553.22,13709.86,Google
2025-07-10,Non-Branded Search,NY,Google - Non-Branded Search - C04,131311,6203,739.79,2474.93,Google
2025-07-11,Non-Branded Search,NY,Google - Non-Branded Search - C04,224163,10002,2201.38,8160.74,Google
2025-07-12,Non-Branded Search,NY,Google - Non-Branded Search - C04,118639,5792,970.52,2760.67,Google
2025-07-13,Non-Branded Search,NY,Google - Non-Branded Search - C04,129244,5548,1117.53,3145.68,Google
2025-07-14,Non-Branded Search,NY,Google - Non-Branded Search - C04,218374,10792,1539.23,5742.63,Google
2025-07-15,Non-Branded Search,NY,Google - Non-Branded Search - C04,148771,7281,1043.98,3201.55,Google
2025-07-16,Non-Branded Search,NY,Google - Non-Branded Search - C04,261102,12278,2152.28,7827.17,Google
2025-07-17,Non-Branded Search,NY,Google - Non-Branded Search - C04,306583,13240,1474.76,4730.0,Google
2025-07-18,Non-Branded Search,NY,Google - Non-Branded Search - C04,145211,6616,540.61,1625.82,Google
2025-07-19,Non-Branded Search,NY,Google - Non-Branded Search - C04,155794,7140,1299.08,4680.89,Google
2025-07-20,Non-Branded Search,NY,Google - Non-Branded Search - C04,174460,8433,1184.23,3932.93,Google
2025-07-21,Non-Branded Search,NY,Google - Non-Branded Search - C04,190774,8016,1400.75,4433.01,Google
2025-07-22,Non-Branded Search,NY,Google - Non-Branded Search - C04,145064,7074,1416.81,4144.78,Google
2025-07-23,Non-Branded Search,NY,Google - Non-Branded Search - C04,144615,5912,1037.25,2936.25,Google
2025-07-24,Non-Branded Search,NY,Google - Non-Branded Search - C04,127870,5410,906.58,2626.97,Google
2025-07-25,Non-Branded Search,NY,Google - Non-Branded Search - C04,122007,5921,1308.64,3872.08,Google
2025-07-26,Non-Branded Search,NY,Google - Non-Branded Search - C04,380931,15863,1139.89,3883.91,Google
2025-07-27,Non-Branded Search,NY,Google - Non-Branded Search - C04,402821,18850,2301.66,7339.27,Google
2025-07-28,Non-Branded Search,NY,Google - Non-Branded Search - C04,371927,16063,1837.2,5967.35,Google
2025-07-29,Non-Branded Search,NY,Google - Non-Branded Search - C04,315138,13206,1500.07,5157.41,Google
2025-07-30,Non-Branded Search,NY,Google - Non-Branded Search - C04,419827,17290,2202.62,7166.89,Google
2025-07-31,Non-Branded Search,NY,Google - Non-Branded Search - C04,161331,7248,637.98,2272.73,Google
2025-08-01,Non-Branded Search,NY,Google - Non-Branded Search - C04,227471,9333,1232.0,4003.43,Google
2025-08-02,Non-Branded Search,NY,Google - Non-Branded Search - C04,157331,7430,1061.27,3652.9,Google
2025-08-03,Non-Branded Search,NY,Google - Non-Branded Search - C04,298606,13748,1667.64,5204.33,Google
2025-08-04,Non-Branded Search,NY,Google - Non-Branded Search - C04,265813,12607,1712.98,5824.06,Google
2025-08-05,Non-Branded Search,NY,Google - Non-Branded Search - C04,196339,8884,1585.42,5526.4,Google
2025-08-06,Non-Branded Search,NY,Google - Non-Branded Search - C04,312204,14408,2527.74,7060.38,Google
2025-08-07,Non-Branded Search,NY,Google - Non-Branded Search - C04,264305,12638,1782.36,4862.43,Google
2025-08-08,Non-Branded Search,NY,Google - Non-Branded Search - C04,195106,8124,1533.91,5213.37,Google
2025-08-09,Non-Branded Search,NY,Google - Non-Branded Search - C04,218208,9942,1544.09,5158.46,Google
2025-08-10,Non-Branded Search,NY,Google - Non-Branded Search - C04,231652,9590,2125.89,6016.06,Google
2025-08-11,Non-Branded Search,NY,Google - Non-Branded Search - C04,106519,5138,592.1,1616.04,Google
2025-08-12,Non-Branded Search,NY,Google - Non-Branded Search - C04,205250,8755,834.53,2947.07,Google
2025-08-13,Non-Branded Search,NY,Google - Non-Branded Search - C04,197652,8399,1349.5,4348.86,Google
2025-08-14,Non-Branded Search,NY,Google - Non-Branded Search - C04,133891,6547,1114.29,3307.07,Google
2025-08-15,Non-Branded Search,NY,Google - Non-Branded Search - C04,196256,8103,628.92,2123.47,Google
2025-08-16,Non-Branded Search,NY,Google - Non-Branded Search - C04,221242,10348,1618.16,5779.55,Google
2025-08-17,Non-Branded Search,NY,Google - Non-Branded Search - C04,106551,4329,954.65,3471.81,Google
2025-08-18,Non-Branded Search,NY,Google - Non-Branded Search - C04,272736,12634,1913.7,6615.92,Google
2025-08-19,Non-Branded Search,NY,Google - Non-Branded Search - C04,217424,8995,774.43,2422.32,Google
2025-08-20,Non-Branded Search,NY,Google - Non-Branded Search - C04,137198,5801,711.69,2274.16,Google
2025-08-21,Non-Branded Search,NY,Google - Non-Branded Search - C04,226554,9239,1391.07,4248.13,Google
2025-08-22,Non-Branded Search,NY,Google - Non-Branded Search - C04,273659,12059,2045.22,7001.13,Google
2025-08-23,Non-Branded Search,NY,Google - Non-Branded Search - C04,129132,6239,1232.24,3309.25,Google
2025-08-24,Non-Branded Search,NY,Google - Non-Branded Search - C04,128053,6285,592.36,1672.84,Google
2025-08-25,Non-Branded Search,NY,Google - Non-Branded Search - C04,243465,11528,1881.68,5610.66,Google
2025-08-26,Non-Branded Search,NY,Google - Non-Branded Search - C04,297499,14111,2753.89,8718.08,Google
2025-08-27,Non-Branded Search,NY,Google - Non-Branded Search - C04,165744,7102,908.97,2765.69,Google
2025-08-28,Non-Branded Search,NY,Google - Non-Branded Search - C04,316891,13063,2192.87,7205.56,Google
2025-08-29,Non-Branded Search,NY,Google - Non-Branded Search - C04,298521,12773,2415.85,7139.64,Google
2025-08-30,Non-Branded Search,NY,Google - Non-Branded Search - C04,153904,6582,1026.11,3180.83,Google
2025-08-31,Non-Branded Search,NY,Google - Non-Branded Search - C04,148230,6244,924.7,2885.81,Google
2025-09-01,Non-Branded Search,NY,Google - Non-Branded Search - C04,227923,10240,1147.56,3674.01,Google
2025-09-02,Non-Branded Search,NY,Google - Non-Branded Search - C04,159232,7165,745.97,2162.19,Google
2025-09-03,Non-Branded Search,NY,Google - Non-Branded Search - C04,359147,15766,2772.23,8612.2,Google
2025-09-04,Non-Branded Search,NY,Google - Non-Branded Search - C04,312518,12911,1096.44,3382.15,Google
2025-09-05,Non-Branded Search,NY,Google - Non-Branded Search - C04,190153,8976,1631.3,4440.96,Google
2025-09-06,Non-Branded Search,NY,Google - Non-Branded Search - C04,165457,7113,1019.63,3430.51,Google
2025-09-07,Non-Branded Search,NY,Google - Non-Branded Search - C04,300616,12740,1689.57,5502.5,Google
2025-09-08,Non-Branded Search,NY,Google - Non-Branded Search - C04,304473,13953,2898.48,9597.24,Google
2025-09-09,Non-Branded Search,NY,Google - Non-Branded Search - C04,136542,6648,1098.01,3090.49,Google
2025-09-10,Non-Branded Search,NY,Google - Non-Branded Search - C04,130713,5627,497.2,1756.95,Google
2025-09-11,Non-Branded Search,NY,Google - Non-Branded Search - C04,291815,12861,2658.39,7587.5,Google
2025-09-12,Non-Branded Search,NY,Google - Non-Branded Search - C04,232724,10654,1187.5,4158.02,Google
2025-05-16,Non-Branded Search,CA,Google - Non-Branded Search - C05,109972,5416,758.04,2196.81,Google
2025-05-17,Non-Branded Search,CA,Google - Non-Branded Search - C05,250210,10508,2383.45,6665.03,Google
2025-05-18,Non-Branded Search,CA,Google - Non-Branded Search - C05,258552,10824,1574.69,5908.79,Google
2025-05-19,Non-Branded Search,CA,Google - Non-Branded Search - C05,261575,11375,930.61,3395.39,Google
2025-05-20,Non-Branded Search,CA,Google - Non-Branded Search - C05,141580,6290,604.81,1794.58,Google
2025-05-21,Non-Branded Search,CA,Google - Non-Branded Search - C05,264872,11742,2548.0,6933.39,Google
2025-05-22,Non-Branded Search,CA,Google - Non-Branded Search - C05,324577,13500,1346.06,4853.91,Google
2025-05-23,Non-Branded Search,CA,Google - Non-Branded Search - C05,282166,11970,1865.16,5525.71,Google
2025-05-24,Non-Branded Search,CA,Google - Non-Branded Search - C05,230066,10261,2016.43,6288.76,Google
2025-05-25,Non-Branded Search,CA,Google - Non-Branded Search - C05,114762,5334,699.17,2120.93,Google
2025-05-26,Non-Branded Search,CA,Google - Non-Branded Search - C05,143277,5917,879.17,2360.6,Google
2025-05-27,Non-Branded Search,CA,Google - Non-Branded Search - C05,284235,13105,1226.12,4082.61,Google
2025-05-28,Non-Branded Search,CA,Google - Non-Branded Search - C05,291165,13832,2377.52,7269.05,Google
2025-05-29,Non-Branded Search,CA,Google - Non-Branded Search - C05,430571,17737,1588.69,5203.43,Google
2025-05-30,Non-Branded Search,CA,Google - Non-Branded Search - C05,150546,6515,1333.44,4257.53,Google
2025-05-31,Non-Branded Search,CA,Google - Non-Branded Search - C05,118962,5873,930.61,3141.42,Google
2025-06-01,Non-Branded Search,CA,Google - Non-Branded Search - C05,251205,11893,830.45,3132.46,Google
2025-06-02,Non-Branded Search,CA,Google - Non-Branded Search - C05,327150,15497,2507.16,7836.59,Google
2025-06-03,Non-Branded Search,CA,Google - Non-Branded Search - C05,158272,6782,818.81,2536.4,Google
2025-06-04,Non-Branded Search,CA,Google - Non-Branded Search - C05,299967,13611,2127.09,7726.87,Google
2025-06-05,Non-Branded Search,CA,Google - Non-Branded Search - C05,194856,7940,647.75,1787.7,Google
2025-06-06,Non-Branded Search,CA,Google - Non-Branded Search - C05,323522,13348,1779.07,5218.98,Google
2025-06-07,Non-Branded Search,CA,Google - Non-Branded Search - C05,279003,13567,2374.4,8002.77,Google
2025-06-08,Non-Branded Search,CA,Google - Non-Branded Search - C05,296238,12267,1385.89,3715.76,Google
2025-06-09,Non-Branded Search,CA,Google - Non-Branded Search - C05,182346,7894,1813.07,5831.31,Google
2025-06-10,Non-Branded Search,CA,Google - Non-Branded Search - C05,140618,6671,1406.28,4459.69,Google
2025-06-11,Non-Branded Search,CA,Google - Non-Branded Search - C05,367216,16452,2400.75,8075.53,Google
2025-06-12,Non-Branded Search,CA,Google - Non-Branded Search - C05,383703,18659,2137.26,7559.02,Google
2025-06-13,Non-Branded Search,CA,Google - Non-Branded Search - C05,229260,10936,1938.81,5928.52,Google
2025-06-14,Non-Branded Search,CA,Google - Non-Branded Search - C05,285519,13742,2603.45,8844.88,Google
2025-06-15,Non-Branded Search,CA,Google - Non-Branded Search - C05,277466,11843,2384.83,7900.09,Google
2025-06-16,Non-Branded Search,CA,Google - Non-Branded Search - C05,157837,6579,626.85,1687.42,Google
2025-06-17,Non-Branded Search,CA,Google - Non-Branded Search - C05,175396,8187,611.08,1805.22,Google
2025-06-18,Non-Branded Search,CA,Google - Non-Branded Search - C05,167701,7317,1134.45,3640.87,Google
2025-06-19,Non-Branded Search,CA,Google - Non-Branded Search - C05,208214,9493,1047.76,3681.57,Google
2025-06-20,Non-Branded Search,CA,Google - Non-Branded Search - C05,159208,7221,1381.43,3654.3,Google
2025-06-21,Non-Branded Search,CA,Google - Non-Branded Search - C05,286150,13717,2578.28,7319.0,Google
2025-06-22,Non-Branded Search,CA,Google - Non-Branded Search - C05,218137,9586,1739.96,5193.78,Google
2025-06-23,Non-Branded Search,CA,Google - Non-Branded Search - C05,159822,7198,1035.82,3523.78,Google
2025-06-24,Non-Branded Search,CA,Google - Non-Branded Search - C05,165950,7200,568.96,1648.41,Google
2025-06-25,Non-Branded Search,CA,Google - Non-Branded Search - C05,174786,7162,1106.29,4081.27,Google
2025-06-26,Non-Branded Search,CA,Google - Non-Branded Search - C05,214718,10604,2128.94,6590.89,Google
2025-06-27,Non-Branded Search,CA,Google - Non-Branded Search - C05,225327,10715,1232.71,4218.06,Google
2025-06-28,Non-Branded Search,CA,Google - Non-Branded Search - C05,230813,10653,822.82,2825.89,Google
2025-06-29,Non-Branded Search,CA,Google - Non-Branded Search - C05,159523,6793,1461.07,4882.08,Google
2025-06-30,Non-Branded Search,CA,Google - Non-Branded Search - C05,144201,6417,1300.47,3840.44,Google
2025-07-01,Non-Branded Search,CA,Google - Non-Branded Search - C05,148428,6600,921.51,3174.14,Google
2025-07-02,Non-Branded Search,CA,Google - Non-Branded Search - C05,435795,17678,1649.72,5588.81,Google
2025-07-03,Non-Branded Search,CA,Google - Non-Branded Search - C05,264014,12790,1250.16,3480.41,Google
2025-07-04,Non-Branded Search,CA,Google - Non-Branded Search - C05,111770,5290,755.67,2384.2,Google
2025-07-05,Non-Branded Search,CA,Google - Non-Branded Search - C05,126944,6084,556.16,1890.25,Google
2025-07-06,Non-Branded Search,CA,Google - Non-Branded Search - C05,247690,10388,1547.44,4419.9,Google
2025-07-07,Non-Branded Search,CA,Google - Non-Branded Search - C05,386071,17288,2890.17,10430.48,Google
2025-07-08,Non-Branded Search,CA,Google - Non-Branded Search - C05,160199,6497,719.79,1998.14,Google
2025-07-09,Non-Branded Search,CA,Google - Non-Branded Search - C05,296158,13830,2026.37,7300.46,Google
2025-07-10,Non-Branded Search,CA,Google - Non-Branded Search - C05,322356,14624,1587.98,5356.32,Google
2025-07-11,Non-Branded Search,CA,Google - Non-Branded Search - C05,165121,7170,966.25,3139.06,Google
2025-07-12,Non-Branded Search,CA,Google - Non-Branded Search - C05,80682,3943,507.82,1362.07,Google
2025-07-13,Non-Branded Search,CA,Google - Non-Branded Search - C05,288551,14241,2187.39,7305.3,Google
2025-07-14,Non-Branded Search,CA,Google - Non-Branded Search - C05,272865,12869,2000.88,5917.47,Google
2025-07-15,Non-Branded Search,CA,Google - Non-Branded Search - C05,232347,11455,1723.9,4836.91,Google
2025-07-16,Non-Branded Search,CA,Google - Non-Branded Search - C05,264651,12354,1858.07,5898.45,Google
2025-07-17,Non-Branded Search,CA,Google - Non-Branded Search - C05,274855,12972,974.97,3313.19,Google
