date,tactic,state,campaign,impression,clicks,spend,attributed revenue,platform
2025-06-20,Spark Ads,CA,TikTok - Retargeting - C03,192410,2471,2351.99,5570.16,TikTok
2025-06-21,Spark Ads,CA,TikTok - Retargeting - C03,140662,1864,1585.9,3750.17,TikTok
2025-06-22,Spark Ads,CA,TikTok - Retargeting - C03,104125,1462,760.09,2071.7,TikTok
2025-06-23,Spark Ads,CA,TikTok - Retargeting - C03,163862,2173,1745.58,3589.68,TikTok
2025-06-24,Spark Ads,CA,TikTok - Retargeting - C03,114396,1348,1158.69,2975.44,TikTok
2025-06-25,Spark Ads,CA,TikTok - Retargeting - C03,65802,846,584.73,1650.86,TikTok
2025-06-26,Spark Ads,CA,TikTok - Retargeting - C03,127818,1529,1178.06,3162.45,TikTok
2025-06-27,Spark Ads,CA,TikTok - Retargeting - C03,110438,1473,878.12,2192.28,TikTok
2025-06-28,Spark Ads,CA,TikTok - Retargeting - C03,202102,2554,1538.18,4274.83,TikTok
2025-06-29,Spark Ads,CA,TikTok - Retargeting - C03,124340,1603,844.51,2356.04,TikTok
2025-06-30,Spark Ads,CA,TikTok - Retargeting - C03,123179,1662,1472.05,4072.41,TikTok
2025-07-01,Spark Ads,CA,TikTok - Retargeting - C03,138492,1660,1118.15,3051.9,TikTok
2025-07-02,Spark Ads,CA,TikTok - Retargeting - C03,112431,1538,719.47,1582.43,TikTok
2025-07-03,Spark Ads,CA,TikTok - Retargeting - C03,144762,1871,1273.69,3337.63,TikTok
2025-07-04,Spark Ads,CA,TikTok - Retargeting - C03,132004,1868,952.53,2502.4,TikTok
2025-07-05,Spark Ads,CA,TikTok - Retargeting - C03,113012,1500,790.51,2064.7,TikTok
2025-07-06,Spark Ads,CA,TikTok - Retargeting - C03,226132,2752,1922.4,3932.09,TikTok
2025-07-07,Spark Ads,CA,TikTok - Retargeting - C03,191557,2690,1870.69,4503.55,TikTok
2025-07-08,Spark Ads,CA,TikTok - Retargeting - C03,90936,1118,783.35,1963.91,TikTok
2025-07-09,Spark Ads,CA,TikTok - Retargeting - C03,232832,2757,1112.51,3103.8,TikTok
2025-07-10,Spark Ads,CA,TikTok - Retargeting - C03,155113,1999,1384.2,2893.98,TikTok
2025-07-11,Spark Ads,CA,TikTok - Retargeting - C03,159716,2265,1202.73,2984.12,TikTok
2025-07-12,Spark Ads,CA,TikTok - Retargeting - C03,150728,1985,1805.25,3710.94,TikTok
2025-07-13,Spark Ads,CA,TikTok - Retargeting - C03,126687,1634,1370.57,3616.89,TikTok
2025-07-14,Spark Ads,CA,TikTok - Retargeting - C03,86688,1098,447.78,1062.29,TikTok
2025-07-15,Spark Ads,CA,TikTok - Retargeting - C03,162701,2260,675.68,1488.85,TikTok
2025-07-16,Spark Ads,CA,TikTok - Retargeting - C03,127998,1543,714.41,1720.1,TikTok
2025-07-17,Spark Ads,CA,TikTok - Retargeting - C03,108987,1443,520.15,1335.83,TikTok
2025-07-18,Spark Ads,CA,TikTok - Retargeting - C03,153415,1975,1930.28,4853.99,TikTok
2025-07-19,Spark Ads,CA,TikTok - Retargeting - C03,121749,1684,1133.43,2526.17,TikTok
2025-07-20,Spark Ads,CA,TikTok - Retargeting - C03,92812,1107,918.99,2464.09,TikTok
2025-07-21,Spark Ads,CA,TikTok - Retargeting - C03,113642,1563,586.03,1469.46,TikTok
2025-07-22,Spark Ads,CA,TikTok - Retargeting - C03,65193,875,524.74,1443.18,TikTok
2025-07-23,Spark Ads,CA,TikTok - Retargeting - C03,124178,1703,637.56,1535.54,TikTok
2025-07-24,Spark Ads,CA,TikTok - Retargeting - C03,133238,1825,640.93,1708.82,TikTok
2025-07-25,Spark Ads,CA,TikTok - Retargeting - C03,116815,1631,1210.34,2966.93,TikTok
2025-07-26,Spark Ads,CA,TikTok - Retargeting - C03,189742,2260,1325.53,3006.7,TikTok
2025-07-27,Spark Ads,CA,TikTok - Retargeting - C03,205333,2514,2280.87,5608.51,TikTok
2025-07-28,Spark Ads,CA,TikTok - Retargeting - C03,70769,949,288.1,784.26,TikTok
2025-07-29,Spark Ads,CA,TikTok - Retargeting - C03,162110,1905,1499.02,3477.7,TikTok
2025-07-30,Spark Ads,CA,TikTok - Retargeting - C03,126079,1478,1022.9,2325.76,TikTok
2025-07-31,Spark Ads,CA,TikTok - Retargeting - C03,206632,2856,1148.8,2731.54,TikTok
2025-08-01,Spark Ads,CA,TikTok - Retargeting - C03,96532,1163,940.46,2220.21,TikTok
2025-08-02,Spark Ads,CA,TikTok - Retargeting - C03,141582,1852,1761.87,3781.44,TikTok
2025-08-03,Spark Ads,CA,TikTok - Retargeting - C03,84795,1195,693.16,1499.09,TikTok
2025-08-04,Spark Ads,CA,TikTok - Retargeting - C03,123298,1445,653.25,1682.28,TikTok
2025-08-05,Spark Ads,CA,TikTok - Retargeting - C03,271170,3366,1531.41,4382.24,TikTok
2025-08-06,Spark Ads,CA,TikTok - Retargeting - C03,170366,2252,868.81,1845.37,TikTok
2025-08-07,Spark Ads,CA,TikTok - Retargeting - C03,85300,1108,888.61,2025.24,TikTok
2025-08-08,Spark Ads,CA,TikTok - Retargeting - C03,81186,1080,729.67,1976.26,TikTok
2025-08-09,Spark Ads,CA,TikTok - Retargeting - C03,171248,2242,710.1,1788.3,TikTok
2025-08-10,Spark Ads,CA,TikTok - Retargeting - C03,190642,2695,1326.83,2736.29,TikTok
2025-08-11,Spark Ads,CA,TikTok - Retargeting - C03,285080,3348,2831.37,6343.22,TikTok
2025-08-12,Spark Ads,CA,TikTok - Retargeting - C03,82881,995,744.57,2063.09,TikTok
2025-08-13,Spark Ads,CA,TikTok - Retargeting - C03,183375,2157,2058.87,5218.01,TikTok
2025-08-14,Spark Ads,CA,TikTok - Retargeting - C03,119443,1659,657.76,1457.73,TikTok
2025-08-15,Spark Ads,CA,TikTok - Retargeting - C03,132881,1800,544.49,1412.0,TikTok
2025-08-16,Spark Ads,CA,TikTok - Retargeting - C03,108167,1404,671.96,1742.47,TikTok
2025-08-17,Spark Ads,CA,TikTok - Retargeting - C03,78200,994,404.1,869.89,TikTok
2025-08-18,Spark Ads,CA,TikTok - Retargeting - C03,171100,2198,899.94,2247.04,TikTok
2025-08-19,Spark Ads,CA,TikTok - Retargeting - C03,115990,1537,779.68,2061.96,TikTok
2025-08-20,Spark Ads,CA,TikTok - Retargeting - C03,236723,3010,1349.07,3404.08,TikTok
2025-08-21,Spark Ads,CA,TikTok - Retargeting - C03,121916,1742,954.83,2743.77,TikTok
2025-08-22,Spark Ads,CA,TikTok - Retargeting - C03,195129,2737,1220.36,2721.99,TikTok
2025-08-23,Spark Ads,CA,TikTok - Retargeting - C03,85246,1160,663.91,1787.57,TikTok
2025-08-24,Spark Ads,CA,TikTok - Retargeting - C03,174172,2402,1546.7,3871.7,TikTok
2025-08-25,Spark Ads,CA,TikTok - Retargeting - C03,119055,1670,964.34,2452.34,TikTok
2025-08-26,Spark Ads,CA,TikTok - Retargeting - C03,316384,3770,1330.78,3471.64,TikTok
2025-08-27,Spark Ads,CA,TikTok - Retargeting - C03,138967,1887,1644.23,3730.33,TikTok
2025-08-28,Spark Ads,CA,TikTok - Retargeting - C03,157727,1910,1605.12,4416.43,TikTok
2025-08-29,Spark Ads,CA,TikTok - Retargeting - C03,96308,1316,407.33,944.61,TikTok
2025-08-30,Spark Ads,CA,TikTok - Retargeting - C03,141181,1691,1519.77,3733.61,TikTok
2025-08-31,Spark Ads,CA,TikTok - Retargeting - C03,209909,2464,2270.01,5034.98,TikTok
2025-09-01,Spark Ads,CA,TikTok - Retargeting - C03,218108,2797,1251.97,2522.61,TikTok
2025-09-02,Spark Ads,CA,TikTok - Retargeting - C03,151881,2019,1397.26,2932.68,TikTok
2025-09-03,Spark Ads,CA,TikTok - Retargeting - C03,182004,2393,1031.16,2567.15,TikTok
2025-09-04,Spark Ads,CA,TikTok - Retargeting - C03,74259,891,866.96,1956.3,TikTok
2025-09-05,Spark Ads,CA,TikTok - Retargeting - C03,91667,1275,977.59,2121.61,TikTok
2025-09-06,Spark Ads,CA,TikTok - Retargeting - C03,97461,1349,429.84,1073.62,TikTok
2025-09-07,Spark Ads,CA,TikTok - Retargeting - C03,199835,2689,2406.69,6527.79,TikTok
2025-09-08,Spark Ads,CA,TikTok - Retargeting - C03,142648,1712,1075.57,3008.65,TikTok
2025-09-09,Spark Ads,CA,TikTok - Retargeting - C03,157083,1910,1876.85,4997.3,TikTok
2025-09-10,Spark Ads,CA,TikTok - Retargeting - C03,97225,1291,904.93,2162.01,TikTok
2025-09-11,Spark Ads,CA,TikTok - Retargeting - C03,172677,2113,1584.42,4167.92,TikTok
2025-09-12,Spark Ads,CA,TikTok - Retargeting - C03,119140,1426,654.28,1375.05,TikTok
2025-05-16,Spark Ads,CA,TikTok - Spark Ads - C04,154158,1926,780.74,2075.94,TikTok
2025-05-17,Spark Ads,CA,TikTok - Spark Ads - C04,100475,1332,934.04,2322.18,TikTok
2025-05-18,Spark Ads,CA,TikTok - Spark Ads - C04,211731,2804,1351.96,3176.05,TikTok
2025-05-19,Spark Ads,CA,TikTok - Spark Ads - C04,156873,2167,860.16,1817.95,TikTok
2025-05-20,Spark Ads,CA,TikTok - Spark Ads - C04,109735,1433,749.56,2024.6,TikTok
2025-05-21,Spark Ads,CA,TikTok - Spark Ads - C04,162621,1950,1601.65,4479.52,TikTok
2025-05-22,Spark Ads,CA,TikTok - Spark Ads - C04,116827,1473,575.98,1490.25,TikTok
2025-05-23,Spark Ads,CA,TikTok - Spark Ads - C04,126555,1681,1365.77,2841.37,TikTok
2025-05-24,Spark Ads,CA,TikTok - Spark Ads - C04,141103,1936,622.94,1647.57,TikTok
2025-05-25,Spark Ads,CA,TikTok - Spark Ads - C04,147412,1999,1672.38,3511.7,TikTok
2025-05-26,Spark Ads,CA,TikTok - Spark Ads - C04,129005,1800,940.29,2194.99,TikTok
2025-05-27,Spark Ads,CA,TikTok - Spark Ads - C04,135663,1688,1281.65,3275.56,TikTok
2025-05-28,Spark Ads,CA,TikTok - Spark Ads - C04,179696,2252,1587.14,3310.32,TikTok
2025-05-29,Spark Ads,CA,TikTok - Spark Ads - C04,119441,1438,730.7,1582.38,TikTok
2025-05-30,Spark Ads,CA,TikTok - Spark Ads - C04,135835,1855,1345.44,3455.85,TikTok
2025-05-31,Spark Ads,CA,TikTok - Spark Ads - C04,119970,1426,1296.98,3371.21,TikTok
2025-06-01,Spark Ads,CA,TikTok - Spark Ads - C04,111879,1446,1091.93,2392.45,TikTok
2025-06-02,Spark Ads,CA,TikTok - Spark Ads - C04,169480,2176,973.63,2425.59,TikTok
2025-06-03,Spark Ads,CA,TikTok - Spark Ads - C04,168533,2389,1455.89,3015.03,TikTok
2025-06-04,Spark Ads,CA,TikTok - Spark Ads - C04,117159,1579,1393.28,3986.25,TikTok
2025-06-05,Spark Ads,CA,TikTok - Spark Ads - C04,127678,1565,687.94,1794.74,TikTok
2025-06-06,Spark Ads,CA,TikTok - Spark Ads - C04,225995,2938,1125.97,3131.37,TikTok
2025-06-07,Spark Ads,CA,TikTok - Spark Ads - C04,132713,1703,1353.53,3539.95,TikTok
2025-06-08,Spark Ads,CA,TikTok - Spark Ads - C04,187983,2497,1165.42,2795.62,TikTok
2025-06-09,Spark Ads,CA,TikTok - Spark Ads - C04,141711,1906,1215.25,3244.17,TikTok
2025-06-10,Spark Ads,CA,TikTok - Spark Ads - C04,107635,1510,1086.24,2785.39,TikTok
2025-06-11,Spark Ads,CA,TikTok - Spark Ads - C04,194036,2483,1375.1,3130.73,TikTok
2025-06-12,Spark Ads,CA,TikTok - Spark Ads - C04,190753,2251,1593.66,3263.63,TikTok
2025-06-13,Spark Ads,CA,TikTok - Spark Ads - C04,260561,3199,2413.32,6393.18,TikTok
2025-06-14,Spark Ads,CA,TikTok - Spark Ads - C04,136062,1736,662.85,1350.62,TikTok
2025-06-15,Spark Ads,CA,TikTok - Spark Ads - C04,148297,1964,774.62,2052.46,TikTok
2025-06-16,Spark Ads,CA,TikTok - Spark Ads - C04,98240,1383,940.27,1912.15,TikTok
2025-06-17,Spark Ads,CA,TikTok - Spark Ads - C04,125100,1767,627.17,1386.99,TikTok
2025-06-18,Spark Ads,CA,TikTok - Spark Ads - C04,118461,1401,986.76,2233.85,TikTok
2025-06-19,Spark Ads,CA,TikTok - Spark Ads - C04,126469,1594,725.09,1703.34,TikTok
2025-06-20,Spark Ads,CA,TikTok - Spark Ads - C04,85042,1093,742.64,1941.02,TikTok
2025-06-21,Spark Ads,CA,TikTok - Spark Ads - C04,83507,1191,614.8,1352.46,TikTok
2025-06-22,Spark Ads,CA,TikTok - Spark Ads - C04,88336,1240,926.65,2393.37,TikTok
2025-06-23,Spark Ads,CA,TikTok - Spark Ads - C04,151140,1863,1084.95,2782.05,TikTok
2025-06-24,Spark Ads,CA,TikTok - Spark Ads - C04,116116,1608,921.46,2247.95,TikTok
2025-06-25,Spark Ads,CA,TikTok - Spark Ads - C04,97182,1190,447.24,1164.7,TikTok
2025-06-26,Spark Ads,CA,TikTok - Spark Ads - C04,133373,1731,1056.36,2841.78,TikTok
2025-06-27,Spark Ads,CA,TikTok - Spark Ads - C04,117709,1554,1111.59,2745.91,TikTok
2025-06-28,Spark Ads,CA,TikTok - Spark Ads - C04,118294,1426,550.37,1416.84,TikTok
2025-06-29,Spark Ads,CA,TikTok - Spark Ads - C04,214993,2958,1375.09,3021.56,TikTok
2025-06-30,Spark Ads,CA,TikTok - Spark Ads - C04,157629,2217,720.45,1805.2,TikTok
2025-07-01,Spark Ads,CA,TikTok - Spark Ads - C04,156683,1929,1047.26,2879.15,TikTok
2025-07-02,Spark Ads,CA,TikTok - Spark Ads - C04,177379,2078,1494.21,3746.31,TikTok
2025-07-03,Spark Ads,CA,TikTok - Spark Ads - C04,185419,2576,837.78,2362.62,TikTok
2025-07-04,Spark Ads,CA,TikTok - Spark Ads - C04,122329,1584,1317.45,3163.8,TikTok
2025-07-05,Spark Ads,CA,TikTok - Spark Ads - C04,81297,990,703.21,1617.96,TikTok
2025-07-06,Spark Ads,CA,TikTok - Spark Ads - C04,110283,1309,1092.6,2820.44,TikTok
2025-07-07,Spark Ads,CA,TikTok - Spark Ads - C04,192644,2357,1851.45,4323.91,TikTok
2025-07-08,Spark Ads,CA,TikTok - Spark Ads - C04,208423,2452,2406.48,5366.03,TikTok
2025-07-09,Spark Ads,CA,TikTok - Spark Ads - C04,167727,2388,1348.67,3273.3,TikTok
2025-07-10,Spark Ads,CA,TikTok - Spark Ads - C04,111774,1546,579.09,1587.74,TikTok
2025-07-11,Spark Ads,CA,TikTok - Spark Ads - C04,203706,2832,1822.22,4235.58,TikTok
2025-07-12,Spark Ads,CA,TikTok - Spark Ads - C04,105335,1237,551.69,1413.23,TikTok
2025-07-13,Spark Ads,CA,TikTok - Spark Ads - C04,204919,2523,1724.48,3904.61,TikTok
2025-07-14,Spark Ads,CA,TikTok - Spark Ads - C04,173629,2445,988.38,2219.5,TikTok
2025-07-15,Spark Ads,CA,TikTok - Spark Ads - C04,120160,1532,1210.06,2866.43,TikTok
2025-07-16,Spark Ads,CA,TikTok - Spark Ads - C04,191396,2449,2141.79,5383.78,TikTok
2025-07-17,Spark Ads,CA,TikTok - Spark Ads - C04,206303,2508,1843.11,3923.16,TikTok
2025-07-18,Spark Ads,CA,TikTok - Spark Ads - C04,197925,2531,1717.11,3773.73,TikTok
2025-07-19,Spark Ads,CA,TikTok - Spark Ads - C04,259367,3105,1432.34,3535.09,TikTok
2025-07-20,Spark Ads,CA,TikTok - Spark Ads - C04,199697,2648,2038.39,5561.59,TikTok
2025-07-21,Spark Ads,CA,TikTok - Spark Ads - C04,173135,2131,1953.72,4817.18,TikTok
2025-07-22,Spark Ads,CA,TikTok - Spark Ads - C04,68300,873,415.45,1052.58,TikTok
2025-07-23,Spark Ads,CA,TikTok - Spark Ads - C04,236138,2961,1717.57,3694.29,TikTok
2025-07-24,Spark Ads,CA,TikTok - Spark Ads - C04,186670,2563,1739.66,4388.78,TikTok
2025-07-25,Spark Ads,CA,TikTok - Spark Ads - C04,170464,2424,876.07,2287.76,TikTok
2025-07-26,Spark Ads,CA,TikTok - Spark Ads - C04,102376,1357,875.44,1857.23,TikTok
2025-07-27,Spark Ads,CA,TikTok - Spark Ads - C04,165665,2121,2029.61,5230.49,TikTok
2025-07-28,Spark Ads,CA,TikTok - Spark Ads - C04,156326,1834,1835.62,4014.63,TikTok
2025-07-29,Spark Ads,CA,TikTok - Spark Ads - C04,123159,1495,832.94,2077.5,TikTok
2025-07-30,Spark Ads,CA,TikTok - Spark Ads - C04,144000,1893,1483.8,3618.8,TikTok
2025-07-31,Spark Ads,CA,TikTok - Spark Ads - C04,167417,2363,1962.53,5077.08,TikTok
2025-08-01,Spark Ads,CA,TikTok - Spark Ads - C04,212876,2587,1530.46,4122.17,TikTok
2025-08-02,Spark Ads,CA,TikTok - Spark Ads - C04,119569,1465,1374.97,3274.21,TikTok
2025-08-03,Spark Ads,CA,TikTok - Spark Ads - C04,159957,2247,722.41,1545.83,TikTok
2025-08-04,Spark Ads,CA,TikTok - Spark Ads - C04,161171,2061,848.25,2134.95,TikTok
2025-08-05,Spark Ads,CA,TikTok - Spark Ads - C04,96153,1194,425.11,1019.44,TikTok
2025-08-06,Spark Ads,CA,TikTok - Spark Ads - C04,188185,2569,917.28,2415.63,TikTok
2025-08-07,Spark Ads,CA,TikTok - Spark Ads - C04,135501,1837,723.1,1981.08,TikTok
2025-08-08,Spark Ads,CA,TikTok - Spark Ads - C04,108791,1519,625.99,1374.18,TikTok
2025-08-09,Spark Ads,CA,TikTok - Spark Ads - C04,155304,2082,1584.38,4119.14,TikTok
2025-08-10,Spark Ads,CA,TikTok - Spark Ads - C04,213635,2504,889.46,2398.28,TikTok
2025-08-11,Spark Ads,CA,TikTok - Spark Ads - C04,102684,1270,509.23,1264.0,TikTok
2025-08-12,Spark Ads,CA,TikTok - Spark Ads - C04,142981,2020,644.26,1478.67,TikTok
2025-08-13,Spark Ads,CA,TikTok - Spark Ads - C04,223324,3176,928.92,2147.09,TikTok
2025-08-14,Spark Ads,CA,TikTok - Spark Ads - C04,117078,1628,728.75,1615.63,TikTok
2025-08-15,Spark Ads,CA,TikTok - Spark Ads - C04,204981,2550,1347.94,3318.67,TikTok
2025-08-16,Spark Ads,CA,TikTok - Spark Ads - C04,83561,1060,1016.71,2810.39,TikTok
2025-08-17,Spark Ads,CA,TikTok - Spark Ads - C04,122578,1538,1044.19,2374.7,TikTok
2025-08-18,Spark Ads,CA,TikTok - Spark Ads - C04,112109,1396,750.64,1924.46,TikTok
2025-08-19,Spark Ads,CA,TikTok - Spark Ads - C04,144566,1741,1608.6,3629.17,TikTok
2025-08-20,Spark Ads,CA,TikTok - Spark Ads - C04,144712,1842,1035.22,2429.32,TikTok
2025-08-21,Spark Ads,CA,TikTok - Spark Ads - C04,211123,2731,1565.14,3478.47,TikTok
2025-08-22,Spark Ads,CA,TikTok - Spark Ads - C04,73134,858,328.27,887.72,TikTok
2025-08-23,Spark Ads,CA,TikTok - Spark Ads - C04,242447,2964,2721.45,6751.46,TikTok
2025-08-24,Spark Ads,CA,TikTok - Spark Ads - C04,116172,1361,774.53,1704.86,TikTok
2025-08-25,Spark Ads,CA,TikTok - Spark Ads - C04,136404,1782,854.57,1945.04,TikTok
2025-08-26,Spark Ads,CA,TikTok - Spark Ads - C04,124152,1567,1162.84,2467.76,TikTok
2025-08-27,Spark Ads,CA,TikTok - Spark Ads - C04,156851,1924,990.5,2181.58,TikTok
2025-08-28,Spark Ads,CA,TikTok - Spark Ads - C04,224154,3067,2410.52,4945.29,TikTok
2025-08-29,Spark Ads,CA,TikTok - Spark Ads - C04,189633,2461,2098.12,5507.16,TikTok
2025-08-30,Spark Ads,CA,TikTok - Spark Ads - C04,208160,2474,953.28,2231.49,TikTok
2025-08-31,Spark Ads,CA,TikTok - Spark Ads - C04,287992,3484,1557.77,3298.86,TikTok
2025-09-01,Spark Ads,CA,TikTok - Spark Ads - C04,133236,1667,1102.5,2623.48,TikTok
2025-09-02,Spark Ads,CA,TikTok - Spark Ads - C04,189715,2250,1083.47,2377.88,TikTok
2025-09-03,Spark Ads,CA,TikTok - Spark Ads - C04,153147,1929,1368.59,3507.9,TikTok
2025-09-04,Spark Ads,CA,TikTok - Spark Ads - C04,223093,3019,1430.38,3187.95,TikTok
2025-09-05,Spark Ads,CA,TikTok - Spark Ads - C04,169351,2174,1777.19,4000.06,TikTok
2025-09-06,Spark Ads,CA,TikTok - Spark Ads - C04,222316,2877,2276.33,4612.05,TikTok
2025-09-07,Spark Ads,CA,TikTok - Spark Ads - C04,237623,2970,2423.93,5876.34,TikTok
2025-09-08,Spark Ads,CA,TikTok - Spark Ads - C04,155190,1983,1708.45,4202.01,TikTok
2025-09-09,Spark Ads,CA,TikTok - Spark Ads - C04,88100,1185,1095.7,3061.87,TikTok
2025-09-10,Spark Ads,CA,TikTok - Spark Ads - C04,180305,2560,1554.15,3373.79,TikTok
2025-09-11,Spark Ads,CA,TikTok - Spark Ads - C04,154856,1932,1401.83,3721.02,TikTok
2025-09-12,Spark Ads,CA,TikTok - Spark Ads - C04,296715,3497,1703.24,3723.01,TikTok
2025-05-16,Spark Ads,CA,TikTok - Spark Ads - C05,137410,1917,1601.41,3688.88,TikTok
2025-05-17,Spark Ads,CA,TikTok - Spark Ads - C05,158525,1903,1004.83,2321.22,TikTok
2025-05-18,Spark Ads,CA,TikTok - Spark Ads - C05,173756,2101,1392.79,3220.18,TikTok
2025-05-19,Spark Ads,CA,TikTok - Spark Ads - C05,90211,1061,649.74,1359.12,TikTok
2025-05-20,Spark Ads,CA,TikTok - Spark Ads - C05,275712,3880,2118.92,5311.33,TikTok
2025-05-21,Spark Ads,CA,TikTok - Spark Ads - C05,99340,1167,501.03,1233.68,TikTok
2025-05-22,Spark Ads,CA,TikTok - Spark Ads - C05,144487,1694,756.5,1632.12,TikTok
2025-05-23,Spark Ads,CA,TikTok - Spark Ads - C05,110445,1431,824.71,1655.24,TikTok
2025-05-24,Spark Ads,CA,TikTok - Spark Ads - C05,262479,3438,1231.55,2905.55,TikTok
2025-05-25,Spark Ads,CA,TikTok - Spark Ads - C05,129921,1638,899.69,1899.47,TikTok
2025-05-26,Spark Ads,CA,TikTok - Spark Ads - C05,136012,1798,628.42,1550.1,TikTok
2025-05-27,Spark Ads,CA,TikTok - Spark Ads - C05,101925,1211,387.08,943.94,TikTok
2025-05-28,Spark Ads,CA,TikTok - Spark Ads - C05,90040,1127,816.04,1945.99,TikTok
2025-05-29,Spark Ads,CA,TikTok - Spark Ads - C05,210734,2568,1507.04,3182.26,TikTok
2025-05-30,Spark Ads,CA,TikTok - Spark Ads - C05,190172,2687,1888.03,4031.46,TikTok
2025-05-31,Spark Ads,CA,TikTok - Spark Ads - C05,110671,1541,1155.41,2777.12,TikTok
2025-06-01,Spark Ads,CA,TikTok - Spark Ads - C05,90704,1214,824.49,2306.16,TikTok
2025-06-02,Spark Ads,CA,TikTok - Spark Ads - C05,208953,2618,1934.15,5142.51,TikTok
2025-06-03,Spark Ads,CA,TikTok - Spark Ads - C05,525575,7248,3429.36,7829.41,TikTok
2025-06-04,Spark Ads,CA,TikTok - Spark Ads - C05,67975,868,315.56,848.27,TikTok
2025-06-05,Spark Ads,CA,TikTok - Spark Ads - C05,116070,1642,965.98,2071.98,TikTok
2025-06-06,Spark Ads,CA,TikTok - Spark Ads - C05,140830,1955,1553.96,4362.06,TikTok
2025-06-07,Spark Ads,CA,TikTok - Spark Ads - C05,102035,1218,916.11,2218.29,TikTok
2025-06-08,Spark Ads,CA,TikTok - Spark Ads - C05,150378,1812,577.72,1552.12,TikTok
2025-06-09,Spark Ads,CA,TikTok - Spark Ads - C05,238253,3195,1101.29,2816.02,TikTok
2025-06-10,Spark Ads,CA,TikTok - Spark Ads - C05,169962,2033,768.76,1746.16,TikTok
2025-06-11,Spark Ads,CA,TikTok - Spark Ads - C05,266649,3128,2183.61,5095.4,TikTok
2025-06-12,Spark Ads,CA,TikTok - Spark Ads - C05,140259,1793,1008.88,2096.55,TikTok
2025-06-13,Spark Ads,CA,TikTok - Spark Ads - C05,136218,1708,829.6,2308.52,TikTok
2025-06-14,Spark Ads,CA,TikTok - Spark Ads - C05,148262,1856,965.31,2394.25,TikTok
2025-06-15,Spark Ads,CA,TikTok - Spark Ads - C05,110030,1460,994.92,2453.77,TikTok
2025-06-16,Spark Ads,CA,TikTok - Spark Ads - C05,161484,2273,1879.61,4901.13,TikTok
2025-06-17,Spark Ads,CA,TikTok - Spark Ads - C05,236662,3366,1655.22,4346.68,TikTok
2025-06-18,Spark Ads,CA,TikTok - Spark Ads - C05,206906,2589,1793.91,4384.2,TikTok
2025-06-19,Spark Ads,CA,TikTok - Spark Ads - C05,95873,1294,1008.93,2540.8,TikTok
2025-06-20,Spark Ads,CA,TikTok - Spark Ads - C05,122021,1552,1044.85,2552.53,TikTok
2025-06-21,Spark Ads,CA,TikTok - Spark Ads - C05,148996,1914,1596.24,3463.65,TikTok
2025-06-22,Spark Ads,CA,TikTok - Spark Ads - C05,131471,1653,784.61,1709.17,TikTok
2025-06-23,Spark Ads,CA,TikTok - Spark Ads - C05,220414,2807,2379.72,5180.55,TikTok
2025-06-24,Spark Ads,CA,TikTok - Spark Ads - C05,79065,1015,969.59,2606.99,TikTok
2025-06-25,Spark Ads,CA,TikTok - Spark Ads - C05,113628,1431,1103.9,2504.7,TikTok
2025-06-26,Spark Ads,CA,TikTok - Spark Ads - C05,172757,2337,948.78,2642.1,TikTok
2025-06-27,Spark Ads,CA,TikTok - Spark Ads - C05,127980,1804,1629.15,4216.17,TikTok
2025-06-28,Spark Ads,CA,TikTok - Spark Ads - C05,272277,3524,2009.63,5107.62,TikTok
2025-06-29,Spark Ads,CA,TikTok - Spark Ads - C05,154433,1900,993.88,2304.65,TikTok
2025-06-30,Spark Ads,CA,TikTok - Spark Ads - C05,167009,2277,2089.44,5304.49,TikTok
2025-07-01,Spark Ads,CA,TikTok - Spark Ads - C05,165384,2346,2060.78,5192.45,TikTok
2025-07-02,Spark Ads,CA,TikTok - Spark Ads - C05,215781,2959,1674.81,3547.77,TikTok
2025-07-03,Spark Ads,CA,TikTok - Spark Ads - C05,387837,4781,2774.96,7368.78,TikTok
2025-07-04,Spark Ads,CA,TikTok - Spark Ads - C05,143879,1909,1705.81,3747.37,TikTok
2025-07-05,Spark Ads,CA,TikTok - Spark Ads - C05,221175,2879,1377.13,3104.86,TikTok
2025-07-06,Spark Ads,CA,TikTok - Spark Ads - C05,204759,2765,1057.91,2885.99,TikTok
2025-07-07,Spark Ads,CA,TikTok - Spark Ads - C05,155035,1942,991.87,2243.77,TikTok
2025-07-08,Spark Ads,CA,TikTok - Spark Ads - C05,143460,1743,1662.99,4109.76,TikTok
2025-07-09,Spark Ads,CA,TikTok - Spark Ads - C05,180786,2407,1710.71,3955.94,TikTok
2025-07-10,Spark Ads,CA,TikTok - Spark Ads - C05,172623,2133,1347.98,3289.06,TikTok
2025-07-11,Spark Ads,CA,TikTok - Spark Ads - C05,154704,1963,1540.05,3630.73,TikTok
2025-07-12,Spark Ads,CA,TikTok - Spark Ads - C05,331138,4252,2981.71,6451.38,TikTok
2025-07-13,Spark Ads,CA,TikTok - Spark Ads - C05,78455,992,463.19,961.78,TikTok
2025-07-14,Spark Ads,CA,TikTok - Spark Ads - C05,128330,1553,890.01,2006.01,TikTok
2025-07-15,Spark Ads,CA,TikTok - Spark Ads - C05,181192,2515,1897.64,4596.09,TikTok
2025-07-16,Spark Ads,CA,TikTok - Spark Ads - C05,111157,1406,654.63,1693.28,TikTok
